project_id,name_of_project,location,contractor,office_name,funds_source,project_cost,date_started,completion_orig,completion_actual,status_percent
NC0115F00068,Improvement and Dredging of North Estero de Sunog Apog (Vitas Pumping Station to V. Del Fiero)  Manila City 1st LD DREDGING/DESILTING,"DistrictWide,North Manila District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"North Manila District Engineering Office,NCR",DDCD,"45,099",6/23/2015,11/19/2015,,38
NC0115F00054,Construction/Maintenance of Flood Mitigation Structures and Drainage System along Instruccion St.  Manila City 4th LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",NORTHERN BUILDERS,"North Manila District Engineering Office,NCR",FMSD,"45,826",6/23/2015,11/19/2015,,20
NC0115F00021,Construction/Maintenance of Flood Control Mitigation Structures and Drainage System along Honradez St.  Sampaloc  Manila City 4th LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",ALLEYWAY CONSTRUCTION,"North Manila District Engineering Office,NCR",FMSD,"29,487",6/23/2015,1/18/2016,,15
NC0115F00016,Construction of Pumping Station  Retarding Basin and Connecting Drainage - Installation of Additional Pump and Generator Set and Accessories at Escolta Pumping Station  Manila City 3rd LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",FMSD,"9,013",6/23/2015,10/20/2015,,85
NC0215F00066,Construction of drainage system along PNR Railroad Track from Montillano St. to Bayanan Creek  Alabang  Muntinlupa City CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"Las Piñas-Muntinlupa District Engineering Office,NCR",FMSD,"19,294",6/22/2015,12/12/2015,,35
NC0215F00020,Construction of Slope Protection along Sapang Liwanag Creek  Pasig City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",ST. GERRARD CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,"15,007",6/22/2015,12/20/2015,,83
NC0215F00258,Slope Protection/Bank Improvement of Kaybuboy Creek Tributary  Barangay San Dionisio  Parañaque City  Metro Manila OTHERS,"Parañaque City I,Metro Manila 2nd District Engineering Office,NCR",Joint Venture - SMPE CONSTRUCTION et. al.,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"26,779",6/15/2015,1/10/2016,,64
NC0215F00227,Improvement-Desilting of San Dionisio River  Phase III  Parañaque City DREDGING/DESILTING,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",Joint Venture - SMPE CONSTRUCTION et. al.,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"34,701",6/15/2015,1/10/2016,,85
NC0315F00095,Drainage Improvement of IBP Road  Brgy. Batasan Hills  Quezon City 2nd LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",FMSD,"17,563",6/14/2015,2/14/2016,,62
NC0215F00113,Local Infrastructure Program - Construction of Flood Control  Barangay Alabang  Muntinlupa City Lone District CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",RAIN CONSTRUCTION CORPORATION (FORMERLY RAIN CONST,"Las Piñas-Muntinlupa District Engineering Office,NCR",RLIP,"3,615",6/11/2015,12/7/2015,,15
NC0115F00030,Rehabilitation/Improvement of Drainage System along Taft Ave.  South Bound (from Arnaiz St. to EDSA)  Pasay City Lone District CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR",AKH CONSTRUCTION & TRADING CORP.,"South Manila District Engineering Office,NCR",FMSD,"17,450",6/10/2015,11/6/2015,,90
NC0215H00085,South Super H-way East Service Rd  -  K0013+120 - K0012+575  S03359LZ WIDENING - PAVED,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",MRRM TRADING & CONSTRUCTION,"Metro Manila 2nd District Engineering Office,NCR",WASR,"18,238",6/9/2015,11/22/2015,,20
NC0115T00047,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects -Rehabilitation of Multi-purpose Building Brgy. 589 and 592 Zone 58  Brgy. 597 Zone 50  Brgy. 632 Zone 64  Sta. Mesa  Manila City 6th LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",ERCOBAL CONSTRUCTION CORP.,"North Manila District Engineering Office,NCR",VILP,"5,111",6/9/2015,10/6/2015,,80
NC0215S00052,Local Infrastructure Program - Construction of Additional Classrooms in Sto. Niño Elementary School  Barangay Sto. Niño Parañaque City 1st LD   CONSTRUCTION,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",AYANA CONSTRUCTION AND TRADING,"Metro Manila 2nd District Engineering Office,NCR",RLIP,"4,796",6/9/2015,2/13/2016,,18
NC0115S00002,Local Infrastructure Program - Construction of School Building  Raja Soliman High School  Manila City 3rd LD   CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",RLIP,"18,976",6/9/2015,11/5/2015,,85
NC0115H00014,Mulle del Banco National  -  Chainage 0 - Chainage 385 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,North Manila District Engineering Office,NCR",M.V. CALDO ENGINEERING CONSTRUCTION AND SUPPLIES,"North Manila District Engineering Office,NCR",UPSR,"4,678",6/9/2015,10/24/2015,,95
NC0115H00016,Quezon Blvd (LZ)  -  K0003+(199) - K0003+639.70 PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,North Manila District Engineering Office,NCR",RUBY-JADE CONSTRUCTION,"North Manila District Engineering Office,NCR",UPSR,"11,322",6/9/2015,7/8/2015,,30
NC0215F00189,Construction/Rehabilitation of Flood Control Structures/River Wall along Casili Creek  Phase II  Caloocan City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",C.B. TAMPENGCO CONSTRUCTION & SUPPLY,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"27,865",6/8/2015,12/4/2015,,44
NC0215F00178,Construction/Rehabilitation of Flood Control Structures/River Wall along Maligaya Creek  Phase I  Caloocan City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",MRRM TRADING & CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"40,254",6/8/2015,2/2/2016,,42
NC0215F00179,Construction/Rehabilitation of Flood Control Structures/River Wall along Maligaya Creek  Phase II  Caloocan City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",LARSEN-DUTCHER CONSTRACTOR,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"40,382",6/8/2015,2/2/2016,,42
NC0215H00097,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Upgrading/Concreting with Drainage Improvement along 11th Ave. (from Rizal Ave. to Quezon City Boundary)  Caloocan City 2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,"Metro Manila 3rd District Engineering Office,NCR",VILP,"31,910",6/8/2015,1/3/2016,,58
NC0215F00151,Construction/Rehabilitation of Flood Control Structures/ Earthdike along the Left & Right Bank of Polo River  Valenzuela City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"44,604",6/8/2015,2/2/2016,,65
NC0215F00190,Construction/Rehabilitation of Flood Control Structures/River Wall along Casili Creek  Phase III  Caloocan City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"27,948",6/8/2015,12/4/2015,,44
NC0215F00188,Construction/Rehabilitation of Flood Control Structures/River Wall along Casili Creek  Phase I  Caloocan City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",M.G. SALAZAR CONSTRUCTION CORP. (FOR. M.G. SALAZAR,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"23,339",6/8/2015,12/4/2015,,66
NC0115F00048,Local Infrastructure Program - Repair/Rehabilitation of Drainage System  Brgy. 66 (Lakandula Street)  Pasay City Lone District CONSTRUCTION,"DistrictWide,South Manila District Engineering Office,NCR",ARKY CONSTRUCTION AND SUPPLY,"South Manila District Engineering Office,NCR",RLIP,"3,068",6/5/2015,10/2/2015,,90
NC0215S00040,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Construction of 4-storey  4-classroom School Building at Plainview Elementary School  Brgy. Plainview  Mandaluyong City Lone District CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",SPRING STAR CONSTRUCTION & SUPPLY,"Metro Manila 1st District Engineering Office,NCR",VILP,"9,264",6/5/2015,12/3/2015,,69
NC0215F00141,Improvement/Upgrading of Drainage System from C-5-Blue Boz St. - Blueberry St.   Makati-Pateros River and its tributaries  District II  Brgy. Rizal  Makati City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",RAIN CONSTRUCTION CORPORATION (FORMERLY RAIN CONST,"Metro Manila 2nd District Engineering Office,NCR",FMSD,"4,487",6/5/2015,9/3/2015,,30
NC0215H00139,Local Infrastructure Program - Construction/Rehabilitation of Servicel Road at Barangay San Dionision  Parañaque City 1st LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 2nd District Engineering Office,NCR",ILFREO CONSTRUCTION & TRADING,"Metro Manila 2nd District Engineering Office,NCR",RLIP,"14,000",6/5/2015,10/12/2015,,52
NC0215F00065,Construction/Rehabilitation of slope protection along Bayanan Creek  Muntinlupa City CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR",FRAMECON BUILDERS,"Las Piñas-Muntinlupa District Engineering Office,NCR",FMSD,"17,651",6/4/2015,12/30/2015,,45
NC0115T00022,Local Infrastructure Program - Construction of Multi-Purpose Building  A Mendoza Corner AH Lacson (with enclosure)  Sta. Cruz  Manila City 3rd LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",LE BRON CONSTRUCTION,"North Manila District Engineering Office,NCR",RLIP,"37,569",6/3/2015,11/29/2015,,61
NC0115F00051,San Juan River (Old Sta. Mesa Side)  Manila City 6th LD/ North Manila DEO CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",HEXAMINDZ CORPORATION (FORMERLY:KILUSANG MAGKAIBIG,"North Manila District Engineering Office,NCR",FMSD,"35,823",6/2/2015,12/28/2015,,45
NC0115F00073,Drainage Improvement of Zone 65 (Adela St.  Aguado St.  Aguado Interior  Uli-Uli St.  and Alley St. to JP Laurel St.)  Zone 66 (Abrio St. and San Rafael St.)  and Zone 67 (Sicat St.  Rio Vista St.  and Acacia St.)  Manila City 6th LD/ North Manila DEO CON,"DistrictWide,North Manila District Engineering Office,NCR",HEXAMINDZ CORPORATION (FORMERLY:KILUSANG MAGKAIBIG,"North Manila District Engineering Office,NCR",FMSD,"28,870",6/2/2015,3/27/2016,,17
NC0115F00071,San Juan River (Bank Improvement  Bacood Side)  Manila City 6th LD/ North Manila DEO CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"North Manila District Engineering Office,NCR",FMSD,"36,563",6/2/2015,10/29/2015,,45
NC0115H00042,A.H. Lacson Ave. (RCBC)  C2214.0 to C2332  Manila City 3rd LD OTHER IMPVT WORKS(SLOPE PROTECTION  DRAINAGE  SIDEWALKS),"DistrictWide,North Manila District Engineering Office,NCR",FLORDES CONSTRUCTION & TRADING CORP. (FORMERLY FLO,"North Manila District Engineering Office,NCR",CDNR,"9,956",6/2/2015,9/29/2015,,83
NC0215F00167,Construction of Box Culvert along C-5 Service Road  Brgy. Western Bicutan  Taguig City CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",B. BERNARDO CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,"17,369",6/1/2015,11/28/2015,,90
NC0215T00103,Local Infrastructure Program - Construction of a Multi-Purpose Building  Libis Bulelak  Barangay Malanday  Marikina City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",NVF CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",RLIP,"7,605",6/1/2015,11/27/2015,,80
NC0215T00085,Local Infrastructure Program - Construction of Multi-Purpose Building  Barangay Balangkas  Valenzuela City 1st LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",CARRY-ON CONSTRUCTION,"Metro Manila 3rd District Engineering Office,NCR",RLIP,"4,921",6/1/2015,9/28/2015,,96
NC0315F00061,Drainage Improvement of Commonwealth Ave. (Holy Spirit Drive to Zuzuaregui) Brgy. Batasan Hills  Quezon City 2nd LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR","A.L. SALAZAR CONSTRUCTION, INC.","Quezon City 1st District Engineering Office,NCR",FMSD,"17,562",5/30/2015,1/24/2016,,62
NC0315T00041,Local Infrastructure Program - Phase 1 - Construction of Multi-Purpose Building  Brgy. Mariana  Quezon City 4th LD CONSTRUCTION,"Quezon City 4th district,Quezon City 2nd District Engineering Office,NCR",DELA ROSA CONSTRUCTION & DEVT. CORP. (FORMERLY: Z,"Quezon City 2nd District Engineering Office,NCR",RLIP,"14,000",5/29/2015,1/28/2016,,60.69
NC0315S00007,Local Infrastructure Program - Construction of 4 Storey  8 Classroom School Bldg. at San Vicente E/S  Q.C. 4th LD CONSTRUCTION,"Quezon City 4th district,Quezon City 2nd District Engineering Office,NCR",ST. GERRARD CONSTRUCTION,"Quezon City 2nd District Engineering Office,NCR",RLIP,"19,250",5/29/2015,1/15/2016,,65.01
NC0115H00050,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Road and Drainage Improvement  F. Calderon Street to Tejeron Street via Suter Street and vicinity  Sta. Ana  Manila City 6th LD PAVED (CONCRETE) TO PAVED (,"DistrictWide,South Manila District Engineering Office,NCR",SPRING STAR CONSTRUCTION & SUPPLY,"South Manila District Engineering Office,NCR",VILP,"12,492",5/29/2015,11/24/2015,,90
NC0115F00066,Estero de Maypajo North (Sunog Apog to Marala)  Manila City 1st LD CONSTRUCTION,"DistrictWide,North Manila District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"North Manila District Engineering Office,NCR",FMSD,"18,629",5/29/2015,10/25/2015,,15
NC0115F00036,Deepening/Dredging of Estero Tripa de Gallena  from Perlita Creek to the boundary of Pasay  Manila City 5th LD DREDGING/DESILTING,"DistrictWide,South Manila District Engineering Office,NCR",PRECIOUS CONSTRUCTION,"South Manila District Engineering Office,NCR",DDCD,"29,041",5/29/2015,11/24/2015,,91
NC0215F00104,Construction/Rehabilitation of Slope Protection including Lilac Outfall along Balanti Creek  Brgy. Concepcion Dos  Marikina City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 1st District Engineering Office,NCR",HONY TRADING & CONSTRUCTION,"Metro Manila 1st District Engineering Office,NCR",FMSD,"10,419",5/28/2015,11/25/2015,,40
NC0315T00085,Local Infrastructure Program - Construction of Multi-Purpose Building/Facility (Covered Court with stage)  Barangay Loyola Heights  Quezon City 3rd LD CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",FRAMECON BUILDERS,"Quezon City 2nd District Engineering Office,NCR",RLIP,"5,000",5/27/2015,10/8/2015,,95.5
NC0115H00049,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Road and Drainage Improvement  Certeza and Beata Streets and vicinity  Pandacan  Manila City 6th LD PAVED (CONCRETE) TO PAVED (CONCRETE),"DistrictWide,South Manila District Engineering Office,NCR",FRAMECON BUILDERS,"South Manila District Engineering Office,NCR",VILP,"10,708",5/27/2015,12/7/2015,,78
NC0315T00129,Local Infrastructure Program - Construction of Multi-Purpose Building in Kaingin 2  Brgy. Pansol 2  Quezon City CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",ONE EULUZ CONSTRUCTION CORPORATION (FORMERLY: EULUZ CONSTRUCTION & SUPPLY),"Quezon City 2nd District Engineering Office,NCR",RLIP,"1,500",5/27/2015,11/7/2015,,15.4
NC0315F00001,Construction/Rehabilitation of Duyan-Duyan Creek (E. Abada St.) Brgy. Loyola Heights  Quezon City 3rd LD (RCBC) CONSTRUCTION,"Quezon City 3rd District,Quezon City 2nd District Engineering Office,NCR",ARCINUE COMMERCIAL,"Quezon City 2nd District Engineering Office,NCR",FMSD,"20,000",5/27/2015,12/22/2015,,41.43
NC0215F00056,Improvement/Clearing and Desilting of Las Piñas River (Phase II - Manila Bay towards Diego Cierra Br.) CONSTRUCTION,"DistrictWide,Las Piñas-Muntinlupa District Engineering Office,NCR","ARMANDO U. KHONG HUN GEN. CONTR., INC.","Las Piñas-Muntinlupa District Engineering Office,NCR",FMSD,"44,208",5/27/2015,2/11/2016,,67
NC0315F00044,Drainage Improvement of Ilocos Sur  (Corregidor to Road 8) Quezon City 1st LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",TRM CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",FMSD,"18,142",5/26/2015,2/19/2016,,55
NC0215F00032,KAMANAVA  Malabon City Section  Dredging/Improvement of Muzon River  Malabon City Lone District CONSTRUCTION,"DistrictWide,Malabon-Navotas District Engineering Office,NCR",ORANI BUILDERS & SUPPLY,"Malabon-Navotas District Engineering Office,NCR",FMSD,"34,369",5/25/2015,12/24/2015,,90
NC0315F00071,Drainage Improvement of Road I  Brgy. Project 6 & Road 8  Brgy. Pag asa  Quezon City 1st LD CONSTRUCTION,"DistrictWide,Quezon City 1st District Engineering Office,NCR",HONEYVILLE CONSTRUCTION,"Quezon City 1st District Engineering Office,NCR",FMSD,"17,755",5/25/2015,12/23/2015,,62
NC0215H00114,Construction/Repair/Rehabilitation/Improvement of Various Infrastructure including Local Projects - Upgrading/Concreting with Drainage Improvement along Heroes Del 96 (from 10th Ave. to Samson Road)  Caloocan City 2nd LD GRAVEL TO PAVED,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",IM CONSTRUCTION CORPORATION,"Metro Manila 3rd District Engineering Office,NCR",VILP,"27,295",5/25/2015,12/20/2015,,82
NC0215F00191,Construction/Rehabilitation of Flood Control Structures/River Wall along Casili Creek  Phase IV  Caloocan City 2nd LD CONSTRUCTION,"DistrictWide,Metro Manila 3rd District Engineering Office,NCR",JAGONBUILD CONSTRUCTION CORP. (FOR. JAGON BUILDERS,"Metro Manila 3rd District Engineering Office,NCR",FMSD,"13,329",5/25/2015,10/21/2015,,58
